codigo_comuna,poblacion_grid,expo_promedio_hab
07108,12383.865404605865,1.7966666599335545e-5
07110,8580.6919298172,1.2035668711622706e-6
07101,279721.90084671974,6.69185223642638e-5
07105,26013.124394893646,5.802548118709826e-5
07407,13491.432805299759,4.98558054068728e-7
07408,16692.015608668327,1.5066936212942404e-5
08308,2987.627525806427,5.16252020868199e-6
08314,12559.2799949646,1.8103684666310523e-6
08312,13127.658624649048,2.2447835846024444e-6
08302,3335.012969017029,3.251378214622677e-7
08202,46152.86994743347,2.195684203742228e-4
08201,23520.13852405548,4.534764892516631e-6
08204,3946.758445739746,3.7836676666774703e-7
08207,11769.384126663208,2.196453767150572e-6
08203,33957.253417015076,1.2512222950898269e-6
08103,161945.47953796387,4.10648514473582e-6
08105,25867.671483039856,6.646372587941776e-7
08101,228850.241853714,3.137821571385449e-5
08112,79401.01257419586,3.8829549197307305e-4
08102,115640.95289611816,6.252922146533201e-4
08108,107203.44586467743,1.5336487675674214e-5
08205,26733.49059677124,5.556326313286606e-7
08206,22150.558743476868,9.862426763488173e-7
08304,17149.206939697266,2.1949905854309123e-4
08310,2912.4226570129395,8.844294900163127e-6
08109,13099.047019004822,2.144860441526265e-5
08106,41629.76028633118,7.685833091833905e-5
08301,227357.14785957336,1.3969907856857363e-5
08306,24249.030897140503,1.379940849643819e-4
08307,8675.62269115448,4.742548374889651e-6
08305,25409.4645318985,4.586945820932058e-5
08107,54732.637890815735,2.3528019976781774e-6
08110,161025.55578041077,2.0834866009663522e-4
08309,9454.197563648224,5.653961178246098e-8
08311,18014.799973487854,1.23623445250281e-6
08111,53262.96513175964,1.248400556197199e-5
08104,8594.6635055542,2.519999242698992e-7
08303,33983.42890167236,8.984438078340489e-6
08313,18918.92997932434,3.9251373154857716e-6
09102,23494.013011932373,1.3464684632789932e-6
09116,11368.325611114502,9.638374724333575e-7
09121,10960.604578495026,1.8677676619197854e-7
09106,8789.61263179779,5.669596132478344e-7
09211,29811.591506958008,3.2200459531088524e-6
09202,18944.36345720291,0.0015047903562098665
09204,8447.529740333557,2.0941075232938445e-7
09103,17873.42997264862,0.0011183466742312048
09120,69128.18758964539,3.220165738342465e-6
09205,12022.877026557922,2.7977756614491217e-5
09203,12800.330679416656,1.4323270468581224e-5
09115,46646.41618728638,1.0870393459356675e-5
09110,4717.263963699341,5.281528650426251e-7
09104,8054.690420150757,5.593220673525164e-7
09114,24438.370699882507,8.579732035515928e-5
09105,25695.30324935913,1.4159537074842664e-5
09109,19126.84704208374,1.5394460781904506e-5
09107,14521.617838859558,6.9250591499024856e-06
09108,37169.58248376846,9.496807851105492e-5
09113,6977.821844100952,2.54972846589e-6
09206,4678.588378429413,7.459543334819684e-7
09208,9416.510502815247,2.9092950970800106e-7
09210,15276.767767429352,1.0604778922070419e-6
09207,8446.474772930145,3.680954582635298e-7
09201,49716.886769771576,8.095972121867016e-6
09209,8093.931132316589,6.440535326068573e-6
09112,91207.98865509033,2.9910611110290637e-5
09101,364288.8741760254,1.7315845475240904e-4
09117,14806.788453102112,1.7431981606698895e-6
09118,8329.887861251831,1.0777830014748485e-6
09111,32513.102893829346,8.43848870825357e-6
09119,24776.276321411133,7.025134366321126e-6
10202,38404.07232475281,2.4648250580194933e-4
10205,20609.58717060089,1.950775280720286e-5
10209,8540.90033531189,7.34180464054021e-6
10201,65520.5624628067,9.076350151838282e-6
10204,4318.771571159363,5.595580563202047e-7
10210,7978.912181854248,9.161988812730198e-6
10401,6359.677323818207,3.6230594167702437e-6
10403,7798.570296764374,1.212934282639045e-4
10203,16643.223364830017,1.0891417739396176e-5
10206,3432.527334213257,1.8925756116617935e-5
10106,14520.45139503479,6.970552951121017e-7
10104,10791.715905189514,3.717380878344609e-7
10105,19746.362508296967,6.196227110448222e-6
10107,19337.714436531067,0.008523545791848473
10404,1473.9021492004395,8.291778428402262e-7
10402,1684.393001794815,3.059662812233288e-6
10102,36697.85214138031,1.1370137064187844e-4
10108,9876.609678268433,6.191054148209208e-6
10103,3809.1030492782593,1.4657269277457502e-4
10101,314986.27777290344,3.60206402633998e-5
10109,44090.76234436035,4.9790464919474144e-5
10302,7707.390322685242,4.114424934623391e-6
10304,10363.603222370148,8.442514027410082e-6
10306,5947.865739822388,1.2360512115511348e-7
10305,10661.828078269958,7.431020664942855e-6
10303,19048.915023326874,6.34568336034681e-5
10207,4984.953212738037,1.3160141318248094e-6
10208,46047.82168197632,1.2347925825793262e-5
10307,7140.495877742767,3.207088275032061e-5
10301,173140.62678909302,3.408087760236641e-5
11202,5898.354956626892,2.5441655959652616e-5
11203,2060.2352294921875,1.0510522536866954e-4
11401,5851.722979068756,7.544333977919538e-5
11402,1627.5791714191437,2.7906359247705123e-6
11303,738.7893558740616,2.5640831054675147e-7
11302,933.7279796600342,0
11301,2487.5870978832245,2.0082077710042033e-5
11101,64061.307282447815,1.2846612907407964e-4
11102,748.5519738197327,9.217313502466058e-6
11201,29877.881408691406,3.6639530880715046e-5
12102,532.8960857391357,2.1378637938022957e-10
12103,353.91951179504395,1.623758379132488e-7
12402,1596.2712116241455,3.181710096523909e-5
12401,20990.966464042664,1.1744379201058201e-5
12301,5130.309864461422,1.733643041854739e-5
12302,283.2624057531357,5.65374156664277e-4
12303,1533.9297041893005,9.390195252928215e-9
12201,2923.9099431037903,3.393295110512132e-5
12104,413.8696354627609,3.0074929611837627e-6
12101,120253.10102653503,2.838919767614722e-5
13404,81203.07410097122,2.0990527938380405e-5
13402,80455.92855024338,1.085788776638471e-5
13124,350571.4877214432,6.319554140547138e-5
13103,109901.68706130981,2.697067013662769e-5
13301,155382.2158281803,1.0819045578882847e-5
13303,16925.56612443924,4.365861307275889e-5
13302,100145.77332639694,2.29777354259119e-5
13107,90808.18905925751,9.364520906490584e-5
13104,79893.50956344604,3.545612156377549e-5
13504,12480.799494743347,4.574766278889598e-8
13503,34307.32925605774,2.4224748199605967e-6
13112,201537.66545677185,1.2249612348442334e-5
13105,150178.37178611755,9.158231002086252e-6
13106,88906.4136505127,5.020430945979528e-5
13121,69546.3519077301,2.2513655301197372e-5
13127,95597.16564369202,4.48004835242566e-5
13108,37038.25687789917,5.8153634026470374e-5
13603,37397.63363790512,2.7771996018859338e-6
13116,79874.63996887207,3.488362468588032e-5
13109,54911.7110080719,3.1484563949323755e-5
13110,408200.168050766,9.8140820719429e-6
13122,266303.08631420135,1.456880544925934e-5
13114,309127.96814727783,1.1867659152491541e-4
13113,86928.27994441986,8.417014461891816e-5
13115,151308.8444018364,4.463405056758647e-5
13132,72639.02036571503,8.149047458207218e-5
13126,66678.12935256958,3.351169513817777e-5
13117,74348.30435180664,1.2068671818187654e-5
13102,58523.168577194214,9.448210994577572e-5
13119,1453421.5220298767,7.267361421707187e-5
13501,114336.53289318085,4.779212220043747e-6
13118,79354.966091156,8.945941058177765e-5
13120,119342.93837356567,3.525757318371386e-5
13605,105332.38032150269,1.111225923986762e-5
13604,64798.51110076904,1.8096801165062734e-4
13201,1037585.7494630814,3.400975153781987e-5
13125,342963.9737429619,8.954515716475735e-5
13128,120301.81615161896,7.649327717978404e-5
13403,38169.35520648956,3.681775661586219e-6
13401,373034.7605495453,2.2254472506112705e-5
13203,14745.70619559288,6.8594096440478e-6
13202,31425.133553504944,4.7968954342122545e-6
13129,56889.77840042114,3.583800714857697e-5
13130,59696.713998794556,8.118654159764709e-5
13131,68244.32022857666,1.4746752034080895e-5
13111,108310.84077835083,3.4848927801391924e-5
13123,123536.87294387817,7.068673747916779e-5
13101,123164.14863014221,5.3833781533344366e-5
13602,34389.61365509033,7.20349062655302e-6
13601,94981.60843133926,6.286625309758494e-6
13505,8050.548368215561,4.247574285396403e-5
13502,4499.324437856674,6.494608712258448e-5
14203,8137.4398403167725,1.4074655722732701e-6
14204,27646.180918693542,5.8827275677833405e-6
14201,35329.83611011505,3.880940473497482e-5
14202,15452.14904165268,1.636036836602218e-6
14104,21814.752671718597,1.5838186648707205e-5
14105,6120.892891407013,7.730752877430308e-6
14103,16989.10028553009,1.2260978123240285e-5
14106,17080.405168533325,1.0522123948647863e-5
14107,18950.624343395233,5.094842068136988e-7
14108,34444.46155643463,9.104463411556763e-6
14102,3808.5125274658203,4.857698814477738e-5
14101,170091.3648223877,5.553886584609515e-5
15101,158498.14119160175,8.974675805033236e-6
15102,2170.0221953094006,2.339302840734587e-6
15202,1181.678469657898,0
15201,737.4404130578041,2.227697372827222e-9
16102,21066.90036725998,6.923029144139052e-5
16108,13887.41163945198,2.6800391564390447e-7
16107,14748.805057525635,2.5613450208858086e-6
16202,4057.993486404419,1.4095320011099802e-7
16201,11445.4037027359,1.5089748553475002e-6
16207,3984.362373352051,1.1810408764889914e-5
16203,13552.197280883789,3.599167851382878e-6
16205,4119.167499542236,8.158886069725964e-7
16206,3723.99352478981,3.895263498220926e-4
16106,11299.875734567642,1.9473312248880876e-7
16302,24345.90748524666,3.9669941907043085e-7
16304,3015.5577001571655,8.881784939555554e-9
16301,48864.31404089928,2.0038211654911195e-4
16303,7605.54382610321,1.1223604764655355e-7
16204,4193.826361656189,2.968743219971182e-8
16105,8734.48589682579,1.5276523357789497e-5
16109,18871.960103034973,2.937823498931522e-5
16104,9617.540321111679,2.2054116063972922e-5
16305,9562.347386837006,7.41582050593948e-6
16101,178943.4411597252,1.0347458396032326e-4
16103,42188.15793323517,1.6680512972763018e-5
