codigo_comuna,nombre_comuna,region,cai_v1,ranking_v1,quintil_v1,cai_v2,ranking_v2,quintil_v2,expo_promedio_hab,cambio_ranking
16203,Coelemu,Ñuble,0.25396478421595664,155,Q3 · Medio,0.7559745166679972,213,Q2 · Bajo,3.599167851382878e-6,-58
16205,Portezuelo,Ñuble,0.47169323516884953,119,Q4 · Alto,0.1758161362721618,268,Q2 · Bajo,8.158886069725964e-7,-149
16206,Ránquil,Ñuble,13.485642860319585,23,Q5 · Muy alto,35.93783297754865,14,Q5 · Muy alto,3.895263498220926e-4,9
16106,Pinto,Ñuble,0.06744922034735255,248,Q2 · Bajo,0.04379684176128464,319,Q1 · Muy bajo,1.9473312248880876e-7,-71
16302,Coihueco,Ñuble,0.005840458877120729,333,Q1 · Muy bajo,0.08531680990157614,301,Q1 · Muy bajo,3.9669941907043085e-7,32
16304,San Fabián,Ñuble,0.15028524056265932,193,Q3 · Medio,0.001972609973430535,336,Q1 · Muy bajo,8.881784939555554e-9,-143
16301,San Carlos,Ñuble,3.215362133928602,56,Q5 · Muy alto,25.185657322428014,21,Q5 · Muy alto,2.0038211654911195e-4,35
16303,Ñiquén,Ñuble,0.060717218840413874,260,Q2 · Bajo,0.024398807372898523,324,Q1 · Muy bajo,1.1223604764655355e-7,-64
16204,Ninhue,Ñuble,0.04871309465166012,269,Q2 · Bajo,0.00664689803181268,333,Q1 · Muy bajo,2.968743219971182e-8,-64
16105,Pemuco,Ñuble,0.6280896486497259,103,Q4 · Alto,3.1006485719770245,123,Q4 · Alto,1.5276523357789497e-5,-20
16109,Yungay,Ñuble,0.6862898998289558,99,Q4 · Alto,5.6722695900733555,93,Q4 · Alto,2.937823498931522e-5,6
16104,El Carmen,Ñuble,0.4790664901684691,118,Q4 · Alto,4.509995483107821,102,Q4 · Alto,2.2054116063972922e-5,16
16305,San Nicolás,Ñuble,1.1920735273762985e-4,340,Q1 · Muy bajo,1.5204841735884571,176,Q3 · Medio,7.41582050593948e-6,164
16101,Chillán,Ñuble,0.5553362232429737,109,Q4 · Alto,15.265187577402848,33,Q5 · Muy alto,1.0347458396032326e-4,76
16103,Chillán Viejo,Ñuble,0.3596115971522694,132,Q4 · Alto,3.34200535220303,117,Q4 · Alto,1.6680512972763018e-5,15
